Station_Name,Latitude_N,Longitude_W,Date,Time,Temperature,Salinity,pCO2SW_Uatm,CO2SWQF_WHOTS,pCO2Air_Uatm,Doxy_Umolkg,DoxyQF,QF_BATS,Depth_m,Pressure_db,DIC_Umolkg,Alk_Umolkg,Nitrate_Nitrite_Umolkg,Nitr_Umolkg,Phos_Umolkg,Sil_Umolkg
ALOHA_1000200117,22.75,-158,01/08/1998,16:51,2.4913,34.5941,NaN,NaN,NaN,77.1,NaN,NaN,NaN,1802.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200118,22.75,-158,01/08/1998,16:56,2.8444,34.5722,NaN,NaN,NaN,67.1,NaN,NaN,NaN,1601.9,NaN,NaN,41.16,-0.009,2.92,NaN
ALOHA_1000200119,22.75,-158,01/08/1998,17:01,3.2014,34.5534,NaN,NaN,NaN,56.9,NaN,NaN,NaN,1399.5,NaN,NaN,41.47,-0.009,2.97,124.37
ALOHA_1000200120,22.75,-158,01/08/1998,17:05,3.5139,34.5196,NaN,NaN,NaN,50.1,NaN,NaN,NaN,1198.4,NaN,NaN,41.63,-0.009,3.01,117.68
ALOHA_1000200121,22.75,-158,01/08/1998,17:09,4.0855,34.4785,NaN,NaN,NaN,40.8,NaN,NaN,NaN,1001,NaN,NaN,41.81,-0.009,3.01,107.11
ALOHA_1000200122,22.75,-158,01/08/1998,17:14,5.1808,34.3606,NaN,NaN,NaN,25,NaN,NaN,NaN,776.2,NaN,NaN,40.74,-0.009,2.97,85.89
ALOHA_1000200123,22.75,-158,01/08/1998,17:20,8.3801,34.059,NaN,NaN,NaN,151.1,NaN,NaN,NaN,477.6,NaN,NaN,23,-0.009,1.65,30.7
ALOHA_1000200124,22.75,-158,01/08/1998,17:28,23.7408,35.2939,NaN,NaN,NaN,211,NaN,NaN,NaN,6,NaN,NaN,0,-0.009,0.09,1.27
ALOHA_1000200201,22.75,-158,01/08/1998,20:30,4.1339,34.4804,NaN,NaN,NaN,40.2,NaN,NaN,NaN,1021.2,NaN,NaN,41.82,-0.009,3.04,106.25
ALOHA_1000200202,22.75,-158,01/08/1998,20:32,4.2313,34.4299,NaN,NaN,NaN,34,NaN,NaN,NaN,951,NaN,NaN,42.02,-0.009,3.05,105.18
ALOHA_1000200203,22.75,-158,01/08/1998,20:34,4.5819,34.3988,NaN,NaN,NaN,33,NaN,NaN,NaN,890.4,NaN,NaN,41.45,-0.009,3.03,97.6
ALOHA_1000200204,22.75,-158,01/08/1998,20:36,4.7949,34.3776,NaN,NaN,NaN,29.8,NaN,NaN,NaN,839.9,NaN,NaN,41.54,-0.009,3.03,93.48
ALOHA_1000200205,22.75,-158,01/08/1998,20:37,5.0567,34.3419,NaN,NaN,NaN,25.8,NaN,NaN,NaN,780.6,NaN,NaN,41.05,-0.009,3.03,89.07
ALOHA_1000200206,22.75,-158,01/08/1998,20:39,5.2025,34.2958,NaN,NaN,NaN,26.8,NaN,NaN,NaN,741.1,NaN,NaN,40.57,-0.009,2.98,85.19
ALOHA_1000200207,22.75,-158,01/08/1998,20:40,5.4222,34.2507,NaN,NaN,NaN,32,NaN,NaN,NaN,699.5,NaN,NaN,39.63,-0.009,2.9,80.13
ALOHA_1000200208,22.75,-158,01/08/1998,20:42,5.8655,34.1907,NaN,NaN,NaN,40,NaN,NaN,NaN,645.7,NaN,NaN,38.05,-0.009,2.79,71.3
ALOHA_1000200209,22.75,-158,01/08/1998,20:44,6.2367,34.1188,NaN,NaN,NaN,60.7,NaN,NaN,NaN,600.4,NaN,NaN,35.54,-0.009,2.58,62.97
ALOHA_1000200210,22.75,-158,01/08/1998,20:45,6.6776,34.0762,NaN,NaN,NaN,90.4,NaN,NaN,NaN,550.3,NaN,NaN,32.19,-0.009,2.34,53.53
ALOHA_1000200211,22.75,-158,01/08/1998,20:47,7.2744,34.066,NaN,NaN,NaN,113.4,NaN,NaN,NaN,510.3,NaN,NaN,28.88,-0.009,2.11,44.18
ALOHA_1000200212,22.75,-158,01/08/1998,20:48,8.5562,34.06,NaN,NaN,NaN,160.3,NaN,NaN,NaN,460.5,NaN,NaN,22.1,-0.009,1.56,28.52
ALOHA_1000200213,22.75,-158,01/08/1998,20:50,10.3445,34.1186,NaN,NaN,NaN,188,NaN,NaN,NaN,416.3,NaN,NaN,15.96,-0.009,1.13,17.07
ALOHA_1000200214,22.75,-158,01/08/1998,20:52,12.0061,34.214,NaN,NaN,NaN,190.7,NaN,NaN,NaN,375.1,NaN,NaN,11.66,-0.009,0.86,11
ALOHA_1000200215,22.75,-158,01/08/1998,20:53,13.95,34.3701,NaN,NaN,NaN,190.4,NaN,NaN,NaN,341.3,NaN,NaN,8.26,-0.009,0.64,8.04
ALOHA_1000200216,22.75,-158,01/08/1998,20:54,16.3909,34.6521,NaN,NaN,NaN,196,NaN,NaN,NaN,309.8,NaN,NaN,4.44,-0.009,0.38,4.27
ALOHA_1000200217,22.75,-158,01/08/1998,20:56,18.7007,34.9784,NaN,NaN,NaN,200.6,NaN,NaN,NaN,269.4,NaN,NaN,2.02,-0.009,0.2,2.3
ALOHA_1000200218,22.75,-158,01/08/1998,20:57,19.6434,35.0915,NaN,NaN,NaN,199.3,NaN,NaN,NaN,230.6,NaN,NaN,1.55,-0.009,0.17,2.64
ALOHA_1000200219,22.75,-158,01/08/1998,20:59,20.7001,35.1753,NaN,NaN,NaN,196.5,NaN,NaN,NaN,189.9,NaN,NaN,1.17,-0.009,0.15,2.03
ALOHA_1000200220,22.75,-158,01/08/1998,21:00,21.4544,35.2,NaN,NaN,NaN,198.7,NaN,NaN,NaN,154.1,NaN,NaN,0.74,-0.009,0.16,1.36
ALOHA_1000200221,22.75,-158,01/08/1998,21:01,21.8168,35.2096,NaN,NaN,NaN,204.9,NaN,NaN,NaN,136.2,NaN,NaN,0.31,-0.009,0.15,1.48
ALOHA_1000200222,22.75,-158,01/08/1998,21:03,23.4961,35.277,NaN,NaN,NaN,212.4,NaN,NaN,NaN,101.1,NaN,NaN,0,-0.009,0.09,1.85
ALOHA_1000200223,22.75,-158,01/08/1998,21:04,23.8249,35.2905,NaN,NaN,NaN,210.7,NaN,NaN,NaN,50.7,NaN,NaN,0.01,-0.009,0.09,1.16
ALOHA_1000200224,22.75,-158,01/08/1998,21:06,23.8317,35.29,NaN,NaN,NaN,210.6,NaN,NaN,NaN,5.2,NaN,NaN,0.02,-0.009,0.1,1.18
ALOHA_1000200301,22.75,-158,01/08/1998,23:25,4.1681,34.4705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1019.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200302,22.75,-158,01/08/1998,23:31,5.255,34.2982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,751.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200303,22.75,-158,01/08/1998,23:37,7.9147,34.0578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,501.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200304,22.75,-158,01/08/1998,23:42,18.8645,35.0001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200305,22.75,-158,01/08/1998,23:44,20.7417,35.1745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200306,22.75,-158,01/08/1998,23:46,21.2056,35.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200307,22.75,-158,01/08/1998,23:47,21.6999,35.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200308,22.75,-158,01/08/1998,23:48,22.9689,35.2325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200309,22.75,-158,01/08/1998,23:50,23.654,35.2927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200310,22.75,-158,01/08/1998,23:51,23.8093,35.2933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200311,22.75,-158,01/08/1998,23:52,23.8228,35.2924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200312,22.75,-158,01/08/1998,23:54,23.8228,35.2919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200401,22.75,-158,01/09/1998,02:24,4.1181,34.4796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200402,22.75,-158,01/09/1998,02:29,5.2178,34.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,751.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200403,22.75,-158,01/09/1998,02:34,7.7116,34.0597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200404,22.75,-158,01/09/1998,02:39,17.9164,34.8677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,249.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200405,22.75,-158,01/09/1998,02:41,20.8482,35.1792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200406,22.75,-158,01/09/1998,02:42,21.3813,35.1945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200407,22.75,-158,01/09/1998,02:43,21.6917,35.2042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200408,22.75,-158,01/09/1998,02:45,22.2636,35.1871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200409,22.75,-158,01/09/1998,02:46,23.6513,35.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200410,22.75,-158,01/09/1998,02:47,23.8442,35.2905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200411,22.75,-158,01/09/1998,02:48,23.8441,35.2906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200412,22.75,-158,01/09/1998,02:48,23.844,35.2906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200413,22.75,-158,01/09/1998,02:48,23.8441,35.2905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200414,22.75,-158,01/09/1998,02:48,23.8442,35.2906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200415,22.75,-158,01/09/1998,02:49,23.8703,35.2914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200416,22.75,-158,01/09/1998,02:50,23.8724,35.2915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200501,22.75,-158,01/09/1998,05:23,4.1165,34.4767,NaN,NaN,NaN,40.5,NaN,NaN,NaN,1020.8,2340.5,2361,41.66,-0.009,3.03,106.8
ALOHA_1000200502,22.75,-158,01/09/1998,05:27,4.4374,34.4234,NaN,NaN,NaN,34.1,NaN,NaN,NaN,900.9,2334.3,2346,41.65,-0.009,3.01,100.61
ALOHA_1000200503,22.75,-158,01/09/1998,05:30,5.0045,34.4031,NaN,NaN,NaN,27.3,NaN,NaN,NaN,801.4,2325.2,2328,41.25,-0.009,3,89.44
ALOHA_1000200504,22.75,-158,01/09/1998,05:33,5.2645,34.2963,NaN,NaN,NaN,27.8,NaN,NaN,NaN,701.4,2313.9,2320,40.31,-0.009,2.96,83.61
ALOHA_1000200505,22.75,-158,01/09/1998,05:36,5.9896,34.1596,NaN,NaN,NaN,46.6,NaN,NaN,NaN,600.3,2279.8,2295,36.62,-0.009,2.7,67.59
ALOHA_1000200506,22.75,-158,01/09/1998,05:39,7.7486,34.0596,NaN,NaN,NaN,132.9,NaN,NaN,NaN,500.3,2185.3,2263,26.14,-0.009,1.91,37.27
ALOHA_1000200507,22.75,-158,01/09/1998,05:41,10.2447,34.117,NaN,NaN,NaN,189.7,NaN,NaN,NaN,399.8,2109.5,2249,15.91,-0.009,1.11,16.98
ALOHA_1000200508,22.75,-158,01/09/1998,05:43,13.0082,34.2865,NaN,NaN,NaN,189.8,NaN,NaN,NaN,350.8,2077.5,2252,10.06,-0.009,0.74,9.37
ALOHA_1000200509,22.75,-158,01/09/1998,05:45,14.7746,34.457,NaN,NaN,NaN,191.8,NaN,NaN,NaN,325.5,2062.6,2260,6.94,-0.009,0.54,6.59
ALOHA_1000200510,22.75,-158,01/09/1998,05:47,16.6227,34.6873,NaN,NaN,NaN,197.4,NaN,NaN,NaN,299.5,2048,2279,4.03,-0.009,0.33,3.78
ALOHA_1000200511,22.75,-158,01/09/1998,05:48,17.6887,34.8326,NaN,NaN,NaN,199.9,NaN,NaN,NaN,274.9,2042.4,2285,2.98,-0.009,0.26,2.86
ALOHA_1000200512,22.75,-158,01/09/1998,05:50,19,35.0183,NaN,NaN,NaN,201.1,NaN,NaN,NaN,251,2037,2297,1.89,-0.009,0.17,2.32
ALOHA_1000200513,22.75,-158,01/09/1998,05:51,19.8333,35.1087,NaN,NaN,NaN,199,NaN,NaN,NaN,235.5,2035.7,2305,1.55,-0.009,0.14,2.03
ALOHA_1000200514,22.75,-158,01/09/1998,05:53,19.984,35.1227,NaN,NaN,NaN,198.6,NaN,NaN,NaN,226.1,2036.9,2311,1.49,-0.009,0.16,1.8
ALOHA_1000200515,22.75,-158,01/09/1998,05:54,20.2681,35.1465,NaN,NaN,NaN,197.9,NaN,NaN,NaN,214,2037,2313,1.4,-0.009,0.14,1.37
ALOHA_1000200516,22.75,-158,01/09/1998,05:58,23.701,35.2944,NaN,NaN,NaN,211.6,NaN,NaN,NaN,71.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200517,22.75,-158,01/09/1998,06:00,23.8296,35.2921,NaN,NaN,NaN,210.7,NaN,NaN,NaN,5.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200601,22.75,-158,01/09/1998,08:23,4.0706,34.4679,NaN,NaN,NaN,41,NaN,NaN,NaN,1020.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200602,22.75,-158,01/09/1998,08:28,4.8282,34.3687,NaN,NaN,NaN,28.4,NaN,NaN,NaN,815.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200603,22.75,-158,01/09/1998,08:36,8.2172,34.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,476.3,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200604,22.75,-158,01/09/1998,08:42,20.1122,35.1336,NaN,NaN,NaN,197.7,NaN,NaN,NaN,200.2,2038,2316,1.44,-0.009,0.13,1.49
ALOHA_1000200605,22.75,-158,01/09/1998,08:43,20.4428,35.1595,NaN,NaN,NaN,197.4,NaN,NaN,NaN,186.2,2036.4,2314,NaN,-0.009,NaN,NaN
ALOHA_1000200606,22.75,-158,01/09/1998,08:44,20.8357,35.1799,NaN,NaN,NaN,196.6,NaN,NaN,NaN,175.5,2034.2,2318,1.13,-0.009,0.13,1.35
ALOHA_1000200607,22.75,-158,01/09/1998,08:45,21.1884,35.1901,NaN,NaN,NaN,197.3,NaN,NaN,NaN,160.5,2032.2,2311,NaN,-0.009,NaN,NaN
ALOHA_1000200608,22.75,-158,01/09/1998,08:46,21.4067,35.1956,NaN,NaN,NaN,198.3,NaN,NaN,NaN,150.9,2030.1,2317,0.8,-0.009,0.13,1.11
ALOHA_1000200609,22.75,-158,01/09/1998,08:48,21.6844,35.2031,NaN,NaN,NaN,202.4,NaN,NaN,NaN,136.7,2025.9,2319,0.39,-0.009,0.12,1.13
ALOHA_1000200610,22.75,-158,01/09/1998,08:49,21.9138,35.2043,NaN,NaN,NaN,207.4,NaN,NaN,NaN,126.3,2019.6,2318,0.17,-0.009,0.11,1.06
ALOHA_1000200611,22.75,-158,01/09/1998,08:50,22.203,35.1904,NaN,NaN,NaN,212.3,NaN,NaN,NaN,115,2014,2324,0.01,-0.009,0.11,1.07
ALOHA_1000200612,22.75,-158,01/09/1998,08:51,23.4661,35.2788,NaN,NaN,NaN,212.5,NaN,NaN,NaN,105.6,2002.3,2322,0,-0.009,0.07,1
ALOHA_1000200613,22.75,-158,01/09/1998,08:52,23.6349,35.295,NaN,NaN,NaN,211.9,NaN,NaN,NaN,95.8,1998.4,2319,0,-0.009,0.06,1.01
ALOHA_1000200614,22.75,-158,01/09/1998,08:53,23.6412,35.2954,NaN,NaN,NaN,211.7,NaN,NaN,NaN,85.6,1998.5,2317,0,-0.009,0.06,1
ALOHA_1000200615,22.75,-158,01/09/1998,08:54,23.6516,35.2956,NaN,NaN,NaN,211.7,NaN,NaN,NaN,75.6,1998.3,2312,0.01,-0.009,0.06,0.9
ALOHA_1000200616,22.75,-158,01/09/1998,08:56,23.7297,35.297,NaN,NaN,NaN,211.3,NaN,NaN,NaN,60,1997.3,2321,0,-0.009,0.07,0.93
ALOHA_1000200617,22.75,-158,01/09/1998,08:57,23.8091,35.2956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.8,1996.5,2324,0.01,-0.009,0.07,0.94
ALOHA_1000200618,22.75,-158,01/09/1998,08:58,23.8156,35.2959,NaN,NaN,NaN,210.7,NaN,NaN,NaN,30.2,1996.5,2325,0,-0.009,0.08,0.99
ALOHA_1000200619,22.75,-158,01/09/1998,08:59,23.818,35.296,NaN,NaN,NaN,210.7,NaN,NaN,NaN,25.7,1996.5,2323,0.01,-0.009,0.07,1.26
ALOHA_1000200620,22.75,-158,01/09/1998,08:59,23.8183,35.2961,NaN,NaN,NaN,210.7,NaN,NaN,NaN,25.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200621,22.75,-158,01/09/1998,09:00,23.8162,35.2962,NaN,NaN,NaN,211,NaN,NaN,NaN,15.7,1996.6,2318,0,-0.009,0.07,1.11
ALOHA_1000200622,22.75,-158,01/09/1998,09:02,23.8104,35.2967,NaN,NaN,NaN,210.8,NaN,NaN,NaN,5.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200623,22.75,-158,01/09/1998,09:02,23.8117,35.2964,NaN,NaN,NaN,210.8,NaN,NaN,NaN,5.9,1996.8,2318,0,-0.009,0.07,1.1
ALOHA_1000200701,22.75,-158,01/09/1998,11:23,4.0904,34.4656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1020.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200702,22.75,-158,01/09/1998,11:27,4.8193,34.3683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,801,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200703,22.75,-158,01/09/1998,11:34,7.4674,34.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,501.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200704,22.75,-158,01/09/1998,11:40,21.1274,35.1856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200705,22.75,-158,01/09/1998,11:41,21.6145,35.1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200706,22.75,-158,01/09/1998,11:43,22.1873,35.1889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200707,22.75,-158,01/09/1998,11:44,23.6368,35.2924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200708,22.75,-158,01/09/1998,11:45,23.6483,35.2933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200709,22.75,-158,01/09/1998,11:47,23.7969,35.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200710,22.75,-158,01/09/1998,11:48,23.7887,35.2956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200711,22.75,-158,01/09/1998,11:49,23.7849,35.2961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200801,22.75,-158,01/09/1998,14:37,4.1224,34.4777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1020.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200802,22.75,-158,01/09/1998,14:42,4.8076,34.3609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,800.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200803,22.75,-158,01/09/1998,14:48,7.459,34.0623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200804,22.75,-158,01/09/1998,14:55,21.4217,35.1939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200805,22.75,-158,01/09/1998,14:55,21.4187,35.1934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.8,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200806,22.75,-158,01/09/1998,14:57,21.8546,35.1975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200807,22.75,-158,01/09/1998,14:57,21.8556,35.1969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.9,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200808,22.75,-158,01/09/1998,14:58,22.1229,35.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.1,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200809,22.75,-158,01/09/1998,14:58,22.1345,35.1884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.2,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200810,22.75,-158,01/09/1998,15:00,23.6227,35.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.4,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200811,22.75,-158,01/09/1998,15:00,23.6261,35.2915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200812,22.75,-158,01/09/1998,15:01,23.6373,35.2928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.7,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200813,22.75,-158,01/09/1998,15:01,23.6373,35.2929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.6,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200814,22.75,-158,01/09/1998,15:02,23.6385,35.2933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.5,NaN,NaN,NaN,-0.009,NaN,NaN
ALOHA_1000200815,22.75,-158,01/09/1998,15:02,23.6386,35.2936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.5,NaN,NaN,NaN,-0.009,NaN,NaN
